Absolute Architecture, Crowsteps Tydehams,NEWBURY, Berkshire,RG14 6JT,01635 528188,,www.absolute-architecture.co.uk,"Absolute Architecture in Newbury, Berkshire, specialise in residential architecture and design. Our architects and interior designers bring together the right mix of home specialists, providing you with access to a multidisciplinary team of excellent local builders, suppliers and designers – everyone you need to complete your project. .  We only work on the residential projects that we really enjoy. This means that you are our complete priority – and we can tailor our services specifically to suit homeowners, providing both architecture and interior design services.  We take the time to understand the way you want to live. Every home is different. That’s why we approach each one with the individual care and attention it deserves. From contemporary to traditional, extensions to loft conversions, interior makeovers or new build eco houses – it’s about creating beautiful yet practical living spaces.   We have years of experience working in West Berkshire and surrounding areas and we know the property market intimately. We can quickly identify where you can add best value to your property. Our designs are costed at all stages and we will help you determine the optimum budget for your project in context."
ABW Architects Ltd, 1st Floor 16 Cook Street,LIVERPOOL, Merseyside,L2 9RF,0151 669 1129,,www.abwarchitects.co.uk,"We are a firm of architects based in the centre of Liverpool. We believe that good design does make a difference to people; it can enhance the environment, bring people together and support change in a sensitive and constructive way. Architecture does not happen in isolation. We enjoy the process of making buildings, large or small, we value teamwork and recognise that this is essential to the success of a project. It really is about people working together.  We do understand the process of design and construction, and the importance of budgets and programme.  We look for new solutions and develop innovative ideas, but also value tradition and experience and look for the benefits in both. We have been working for a long time with the view that energy use should be minimised and recognise our responsibilities in designing new buildings or working with existing stuctures, and that we should continue to look for ways to reduce energy consumption in buildings whilst creating enjoyable places to live and work.  EXPERIENCE Our experience covers a wide range of building types, the advantage being that knowledge is transferrable. We have worked on historic buildings and we have designed new university faculty buildings and also:  - Special needs housing - Extra care housing - master planning - Faculty buildings - Lecture theatres - External spaces - Individual houses - Student accommodation - Sports facilities - Public Arts Projects  We aim to make places where people want to be. The design of buildings is often about resolving conflicting issues but also about looking for and taking advantage of opportunities that already exist. To do this we need to have a detailed understanding of the brief and also see the potential of a site or existing building. For example if rainwater needs to be stored to reduce loads on a local drain, why not design a lake that increases bio diversity, encourages wild life with new habitats and becomes an attractive feature in its own right. Buildings need to be places that are enjoyable and contribute to a quality of life. They need to be accessible, not just physically but also in terms of being inviting and breaking down barriers. They also need to provide privacy and quietness.  Buildings should respond to a site and contribute to the environment around them, the spaces between buildings are just as important as the buildings themselves."
AC Architects Cambridge Ltd, 33-35 Victoria Road,CAMBRIDGE, Cambridgeshire,CB4 3BW,01223 576315,,www.acarchitects.com,"The practice was founded in 1997 and provides full architectural services, specialist architectural energy consultancy and conservation consultancy throughout the UK."
Acanthus Clews Architects, Acanthus House 57 Hightown Road,BANBURY, Oxfordshire,OX16 9BE,01295 702600,,www.acanthusclews.co.uk,"A Practice with a passion for high quality and innovative design solutions.We believe in collaboration and a personal service. Our areas of expertise include Conservation,complex and sensitive sites as well as Buildings for Learning and bespoke houses for private clients."
Acanthus Darbyshire Architects, Hawthorn Cottage 8 Hawthorn Road,Gosforth, NEWCASTLE UPON TYNE,NE3 4DE,0191 284 2813,,www.acanthusda.com,
Acanthus Holden Architects, Watermans Lane The Green,PEMBROKE, Dyfed,SA71 4NU,01646 685472,,www.acanthus-holden.co.uk/,Founder member of the national Acanthus group of independent practices aiming for excellence in new design and conservation with extensive regional and  specialist knowledge.
Acanthus WSM Architects, Studio 11,2 King Charles Street, Leeds,LS1 6LS,0113 239 3414,,www.acanthuswsm.com,Acanthus WSM Architects are an award winning practice based in Leeds. We are an enthusiastic team who enjoy working together to achieve effective design solutions that meet our clients time and budget constraints through the creation of good architecture.
Ace Design, 31 Holme Drive Oadby,Leicester, Leicestershire,LE2 4HF,,,www.acedesign.org.uk,Acanthus WSM Architects are an award winning practice based in Leeds. We are an enthusiastic team who enjoy working together to achieve effective design solutions that meet our clients time and budget constraints through the creation of good architecture.
Ackroyd Lowrie,23 Vyner Street,London,,E2 9DG,0203 770 9780,,www.ackroydlowrie.com,
ACP Architects, 2nd Floor Roma Parva 9 Waterloo Road,WOLVERHAMPTON, West Midlands,WV1 4DJ,01902 423428,,www.acpractice.co.uk,Full architectural service provided tailored to suit client and project needs.
Acres Architecture Ltd, 11 Edison Village Nottingham Science Park,NOTTINGHAM, Nottinghamshire,NG7 2RF,0115 859 2784,,www.acresarchitecture.com,Exceptional Design with You in Mind
Acuity Architects Ltd, The Tannery,3A John Street, Tunbridge Wells,TN4,01892 521 525,,,Exceptional Design with You in Mind
Acworth & Jarvis Ltd, 32 Keswick Road,BOURNEMOUTH, Dorset,BH5 1LR,01202 395740,,www.acworthjarvis.co.uk,"Our commercial work includes, offices,industrial buildings, surgeries nursing homes, schools, shops and boatyards . Bespoke house design and major alterations are our specialty,  where design and individual attention are vital to success.  We design attractive and workable  buildings for domestic and commercial clients.   Contemporary and waterside houses for individual clients are a particular feature of our workload as we are based on the south coast.  As well as new build we are also frequently involved with alteration and extension work to improve and modernise peoples homes in inventive ways."
Acxis,125 East End Road,LONDON,,N2 0SZ,020 8248 7881,,www.acxisltd.com,"Our commercial work includes, offices,industrial buildings, surgeries nursing homes, schools, shops and boatyards . Bespoke house design and major alterations are our specialty,  where design and individual attention are vital to success.  We design attractive and workable  buildings for domestic and commercial clients.   Contemporary and waterside houses for individual clients are a particular feature of our workload as we are based on the south coast.  As well as new build we are also frequently involved with alteration and extension work to improve and modernise peoples homes in inventive ways."
AD Architects Limited, AD Architects Limited 63-65 Fore Street,HERTFORD, Hertfordshire,SG14 1AL,01992 554983,,www.adarchitects.co.uk,"We provide a broad market sector of clients with professional, cost effective architectural services, and aim to produce solutions which unite function, economics, wellbeing and delight"
ADA Architectural Design Ltd,Burroughs Gardens,LONDON,,NW4 4AT,020 8202 1766,,www.ada-architecture.co.uk,
ADAM Architecture, Old Hyde House 75 Hyde Street,Winchester, Hampshire,SO23 7DW,01962 843843,,www.adamarchitecture.com,"ADAM Architecture is one of the leading practitioners of traditional and progressive architecture and contextual urbanism in Europe. The practice has offices in Winchester and London and is led by six directors: Robert Adam, Nigel Anderson, Paul Hanvey, Hugh Petter, George Saumarez Smith and Robbie Kerr. The team of around 80 staff across both offices are highly skilled and experienced architects, technologists, urban designers, an historical researcher, project managers and administrative support staff.  Our portfolio of projects, across the UK and overseas, include new town and country houses, conversions, renovations and extensions, largely for private owners; historic buildings such as monuments, protected and Listed buildings; commercial and institutional buildings such as hotel, healthcare and office buildings; residential developments, masterplans and new urban designs ranging in size from small village extensions to major new developments."
Adam Harris RIBA, Brunel House Floor 15,2 Fitzalan Road, Cardiff,CF24 0HA,029 2010 5803,,www.adamharris.co,
Adam Holloway Architects,74a Bolton Crescent,LONDON,,SE5 0SE,0203 091 5390,,www.adamholloway.net,
Adam Khan Architects,45 Vyner Street,LONDON,,E2 9DQ,020 7403 9897,,www.adamkhan.co.uk,"Adam Khan Architects was formed in 2006 and has rapidly established a reputation for built work of sensitivity, elegance and refinement which addresses key issues of our time – social inclusion, sustainability and the vitality of public space. This is based on careful study of context, collaborative working methods and an active process of client and user engagement, underpinned by a commitment to the social potential of architecture.  We work with a diverse portfolio of private, public and third sector clients, at a wide range of scale- landscape, city, building and room- enjoying the cross-fertilisation that this allows. Our strategies for renewal typically include both renovation and new building, looking to exploit the latent potential in any found condition.  Across the projects there is a commitment to achieving beauty and sociability, and to finding this through a process of collaboration and engagement across disciplines and social boundaries – our approach and working methods are open and inclusive. This has allowed the delivery of complex projects ranging from high-performance sustainable buildings to community renewal projects bringing together diverse stakeholders and user groups.  We are highly experienced at Contract Administration with an excellent record on delivery – complex projects delivered on time and budget. We pursue delight and sensual pleasure in buildings with the same rigour that we bring to sustainability and cost control. Our clients value our high level of service, and our realism combined with imagination. We enjoy working in a collaborative way and see constraints as a vital and useful spur to good design. We work in a way that is fast, flexible, and creative.  Completed projects have been widely acclaimed and extensively published with awards including RIBA Awards in 2010, 2012, and 2014, and the Civic Trust Awards ‘Special Award for Sustainability’. Adam Khan Architects were winners of the ‘Architect of the Ye"
Adams + Collingwood Architects Ltd,Shepherds Bush,LONDON,,W12 8AR,020 8735 5350,,www.adamscollingwood.com,"Adams + Collingwood Architects is a London based architectural practice, with a reputation developed over the past 25 years for designing quality, bespoke architecture that stands the test of time. Working from a studio designed and built for their own use, the practice has worked on new build, refurbishment and conservation projects in the UK and Europe, ranging in value from £50k to £10m in the residential, commercial, education and cultural sectors. The common thread that runs through all Adams + Collingwood Architects projects is a commitment to designing and delivering long lasting quality, bespoke to the individual needs and delights of each client."
Adamson Associates (International) Limited,Canary Wharf,LONDON,,E14 5AB,020 7418 2068,,www.adamson-associates.com,"For more than 20 years, Adamson Associates has been executive architects for some of the world's more prestigious buildings. From our offices in London, New York and Toronto, Canada we have worked with the world's foremost design architects including: Pelli Clarke Pelli, Richard Rogers Partnership, Foster and Partners, and Frank O. Gehry & Partners."
Add+ Architects, Add+ Architects Hillside Farm House Summerfield Lane Frensham,FARNHAM, Surrey,GU10 3AN,01252 795 837,,www.addarchitects.co.uk,"For more than 20 years, Adamson Associates has been executive architects for some of the world's more prestigious buildings. From our offices in London, New York and Toronto, Canada we have worked with the world's foremost design architects including: Pelli Clarke Pelli, Richard Rogers Partnership, Foster and Partners, and Frank O. Gehry & Partners."
Added Value Architecture Ltd, Grosvenor House 3 Chapel Street,CONGLETON, Cheshire,CW12 4AB,08432891500,,www.ava-ltd.com,"Added Value Architecture Ltd. was founded by residential architect, Karen Harper. Having worked in the construction industry for almost 20 years, Karen has gained a wealth of experience in temporary works, structural engineering and architecture. She has worked for several award-winning RIBA Chartered practices in Cheshire.  Karen has a passion for residential architecture and a talent for reconfiguring internal layouts to make spaces work more effectively. She takes pride in offering solutions which challenge preconceptions and add value, not just square footage."
