Anthony Grimshaw Associates LLP,"6 Bridgeman Terrace, WIGAN, Lancashire, WN1 1SX",Tel: 01942 245777,www.anthonygrimshawassociates.co.uk,"Wide cross-section of award-winning commissions with conservation expertise and high-quality design projects in historic environments.  New Church, school and health building design."
Anthony Hayward Chartered Architect,"Parsonage House, Goosey, FARINGDON, Oxfordshire, SN7 8PA",Tel: 01367 710 389,www.aharchitect.co.uk,"Local architect with local council connections. Small enough to care large enough to deliver. No VAT, fresh design ideas.  Development/CAD expertise. Friendly and considerate."
Anthony Short and Partners LLP,"Unit 9, Uttoxeter Business Centre, Dovefields Retail Park, Off Town Meadows Lane, Uttoxeter, ST14 8AZ",Tel: 01335 340890,www.asap-architects.com,"Well established practice with proven track record in new build & conservation work. We deliver ""the personal touch"" via good communications & attention to detail."
Anthony Thomas Architects Ltd,"3 Pickets Street, LONDON, SW12 8QB",Tel: 020 8675 6056,www.ataltd.co.uk,"Combining Architecture with Interior Design. We offer one to one guidance. Executing new-build and refurbishment of; commercial offices, retail, residential, conservation, and listed buildings."
Anthony Watson Chartered Architect,"5 Douro Terrace, SUNDERLAND, Tyne And Wear, SR2 7DX",Tel: 0191 5650174,www.awca.co.uk,Committment towards any job no matter how big or small.
AOC Architecture Ltd,"AOC Architecture Ltd, 24-28 Pritchards Road, London, E2 9AP",Tel: 0207 739 9950,www.theaoc.co.uk,"“One of the most promising, successful new practices in British architecture.” The Times.  AOC is a practice of architects and designers based in East London. Established in 2005 we have gained international recognition for our inventive inquiry, participatory practice and characterful designs. We have a distinct reputation for high quality public buildings, cultural institutions, schools and bespoke homes located in sensitive contexts.  We are committed to a generous architecture that is particular, participative and valuable.  We enjoy working closely with progressive clients to develop new briefs for the contemporary challenges they face.  We engage with diverse publics to deliver particular designs in politically and historically sensitive sites.  Our completed work includes a diverse range of buildings, as well as exhibitions, public realm, landscapes, interiors, temporary installations and neighbourhood masterplans. The practice has won numerous architectural competitions and awards and has been widely published and exhibited internationally, including the Royal Academy, V&A, Venice Biennale 2008 and British School of Rome.  Our work is nourished through research and collaborations with experts, academics and students. The directors teach in London, lecture in Europe and USA and have been the Louis I. Kahn Visiting Professors at Yale. They currently sit on design review panels for Croydon, Greenwich, Hackney, Harrow and Southwark and contribute to contemporary architectural culture through writing and public debate."
AP Thomas CYF,"Unit 13b, Llys Onnen, Ffordd y Llyn, Parc Menai, BANGOR, Gwynedd, LL57 4DF",Tel: 01248 670353,www.ap-thomas.co.uk,A well established architectural partnership with a wide range of experience committed to personal and efficient service.
APD Architects LLP,"APD Architects LLP, 112 Craigdarragh Road, Helen's Bay, Bangor, County Down, BT19 1UB",Tel: 02891 852582,www.alanpattersondesign.com,
Ape Architecture and Design,"Unit LF1.7 The Leather Market, Weston Street, London, SE1 3ER",Tel: 020 7401 3229,www.ape-ad.co.uk,"We are a young practice based in Southwark, South London, established in 2012 by Dan Gibbons. We aim to combine proven low-energy building techniques with innovative design solutions to deliver truly sustainable schemes."
APEC Architects Limited,"Unit 312, The Custard Factory, Birmingham, B9 4AA",Tel: 0121 333 1750,www.apec.ac,"Our approach is underpinned by a strong belief that buildings should reflect the values of the people that occupy them, and that the architecture should enhance the activities that it accommodates.  We are dedicated to pragmatic, carefully considered design, always founded on a deep understanding of our client’s brief. We have proven on both publicly and privately funded projects that our expertise, creative design skills, and innovative approaches can unlock a scheme’s viability."
Apex Architecture,"Oak House, Aylburton Business Park, Alyburton, Lydney, Gloucestershire, GL15 6ST",Tel: 01594 516161,www.apexarchitecture.com,"Apex Architecture is a well-established, highly successful architectural business with offices in central London, Bristol, Gloucestershire and Monmouthshire.  We have extensive domestic and international clients based in the South East and West of England, Wales and the Midlands.   At Apex Architecture we have a broad portfolio of work from small residential schemes and building conversions to much larger multi-dwellings, commercial, public and conservation projects.  Apex Architecture offers a full range of architectural services: contemporary design, architectural conservation, feasibility, contractual and planning application support, CDM coordination, building surveying and legal compliance advice.   Apex Architecture is proud of its success as a rapidly expanding business who can offer clients the design expertise and architectural knowledge they require as well as many exciting career opportunities to new graduates and the more experienced architect, architectural technicians and building surveyors."
APG Architecture Ltd,"Studio 5, York Court, Wilder Street, Bristol, BS2 8QH",Tel: 0117 929 3372,www.apg-architecture.co.uk,The practice prides itself on its quality of design and professional services and has on many occasions proved its qualities in  winning competitions and awards.
Appleby Architects,"1 Frog Lane, Tunbridge Wells, Kent, TN1 1YT",Tel: 01892 836 868,www.appleby-architects.com,
Appleton Weiner Ltd,"19 Wallace Road, London, N1 2PG",Tel: 02072538387,www.appletonweiner.co.uk,"Formally established in 2007, we  embody exceptional experience gained working with some of London's leading architects.  Our varied work includes high quality and sensitively executed modern buildings and additions.  We have projects located throughout the UK"
AQB Architectural Workshop Ltd,"AQB Architectural Workshop Ltd, 12a Ebrington Terrace, Waterside, LONDONDERRY, County Londonderry, BT47 6JS",Tel: 028 7132 9030,,
AQUA architecture and design,"One Alfred Place, 1-2 Alfred Place, LONDON, WC1E 7EB",Tel: 07930 484745,www.aquaarchitects.com,"AQUA architecture is a niche architectural practice, established upon extensive knowledge of development projects, from initiation to completion. We are based in London, UK, delivering projects in the global arena.  We specialise in residential, commercial, master planning and urban design projects. We also provide hospitality, & sports designs through collaborations. We aim to create a client and people driven environment, adding value through strategic design, planning and best practice building solutions."
AR Architecture,"AR Architecture, Old Town Hall Hampstead, 213 Haverstock Hill, LONDON, NW3 4QP",Tel: 0207 209 2851,www.ar-arch.co.uk,"AR Architecture is an award-winning architecture and consultancy practice based in London. We take our lead from the context of your project.  We like working in challenging situations and we find that the most interesting solutions tend to originate from the most restrictive conditions. We work on a broad range of projects – high-end residential, commercial, mixed-use and hotel projects. The team is truly cosmopolitan and we have excellent experience of working across complex, cross-cultural contexts. Our services range from pre-purchase surveys and assessments of potential refurbishment through to new build and completion. Among our clients are Forbes listed industry leaders, professionals from the City, developers and hotel operators, UK home buyers here and abroad. We often work on complex historic buildings, collaborating with London authorities and institutions, including Grosvenor, Crown Estates and Westminster, Camden and other Councils. We use BIM software on every new project.  This software allows us to build a virtual 3D model that can be explored and manipulated much further than any 2D drawings can. With BIM we can walk through the project’s spaces, see relationships between materials, plant and structure, so we get the best possible effects, impact and usability on completion. It also allows us to detect potential problem areas so that we can produce a competent cost schedule and specification for each and every aspect of the project. We have excellent experience of managing large and small scale international assignments right through to completion. Our services are affordable and we are happy to provide our clients with award-winning level, sustainable design within allocated budget."
AR Design Studio Ltd,"Calpe House, 20 Little Minster Street, WINCHESTER, Hampshire, SO23 9HB",Tel: 01962 864545,www.ardesignstudio.co.uk,"Established over a decade ago, director Andy Ramus has created a talented, young and exciting hub of contemporary architects. After spending four years working for several large scale practices in London on a wide variety of projects, Andy set up his practice in Winchester. Initially designing small bespoke extensions and furniture, the studio has become multi award-winners, including RIBA Awards 2018 for Black House, UK Property Awards 2017 for Crow's Nest, American Architecture Prize 2017 for Crow's Nest and Black House, British Homes Award 2014 for 4 Views, RIBA Award 2012 for ‘Lighthouse 65’, and the Daily Telegraph’s Small House of the Year Award for ‘The Boathouse’. Andy himself was also shortlisted for the Young Architect of the Year Award in 2011 and Architect of the Year in 2014 and 2018. The studio captures the client’s desires and requirements through listening and understanding. This is then interpreted and translated through the design brief into clear objectives; offering an innovative design approach that exceeds expectations yet remains achievable. The approach to design is not merely superficial, it is firmly grounded within the client’s needs and the site; because of this there is a conscious avoidance of a prescriptive style of architecture. The inspiration is taken from the client and the context, yet the work is always characterised by a clean, contemporary and eco-friendly approach. AR Design Studio is a young and highly motivated contemporary architects practice. It has a strong reputation for delivering high quality, modern, elegant and functional design solutions achieved through a multiplicity of design skills, knowledge and enthusiasm."
AR2 Architects,"Brough Business Centre, Unit 17, Skillings Lane, BROUGH, North Humberside, HU15 1EN",Tel: 01482 669080,www.ar2architects.co.uk/,
ARB Architecture,"Fullers Mill (Head Office), Childswickham Road, Broadway, Worcestershire, WR12 7HB",Tel: 0845 680 2915,www.arbarchitecture.com,"ARB Architecture is a passionate practice of Architects and Historic Building Consultants with offices in Devon & Worcestershire.   As consultant architects to the National Trust we can provide specialised knowledge in conservation with invaluable experience in repairing, refurbishing and extending listed buildings. The practice has extensive experience in sustainable design, new build projects, affordable housing, conservation projects, commercial schemes and one-off house designs"
Arboreal,"St. Margaret's House, 21 Old Ford Road, LONDON, E2 9PL",Tel: 020 8980 5066,www.arborealarchitecture.com,"Arboreal is an innovative, RIBA Chartered Practice committed to creating beautiful and sustainable buildings and landscapes. We approach each building we design with three key aims: to optimise performance, to enrich experience and to re-connect us to the natural world. We design high-performance buildings. We expect them to run on little energy, harvest sunlight, improve air quality, retain their heat, support flexible uses and increase biodiversity. We use the most up-to-date analysis and design of a building’s energy performance enabling us to reduce its carbon footprint and energy costs. We design spaces that enrich our experience. Though it can sometimes be taken for granted as the backdrop to our lives, architecture is a vital art form and when crafted with skill and care it can enliven our senses. We work with carefully sourced natural materials, nuanced day and sun-lighting conditions and precisely choreographed views to create spaces with character. We design buildings to connect us to the natural world. We integrate our buildings into their local ecologies and design the landscapes and planting around and inside them with equal attention. We make bespoke buildings that respond to the sun, wind, weather, seasons, plants and animals to make human habitats that are intricately connected to their ecosystem."
Arc 3 Architects,"663-665 Garratt Lane, LONDON, SW17 0PB",Tel: 020 8947 3000,www.arc3-architects.co.uk,"We design environments not buildings. Our committment to clients is to deliver results which add quality of life and value to their property. Our designs have creativity, flair, style and clear vision. We endeavour not only to beat client expectations but deliver on time and on budget."
ARC Architecture Ltd,"Chapel Studios, 14 Purewell, CHRISTCHURCH, Dorset, BH23 1EP",Tel: 01202 479919,www.andersroberts.com,"An established practice promoting personal attention to individual requirements across a wide range of building types, including refurbishment and conservation throughout the South."
Archadia Chartered Architects,"41 Broomfield Road, Surbiton, Surrey, KT5 9AZ",Tel: 02089415161,www.archadia.co.uk,"Archadia is a specialist, friendly and reliable chartered architectural practice based in South West London with a team of BIM trained architects, technologists and assistants capable of delivering a personal and professional service.  We aim to be responsive, efficient and progressive with an emphasis on providing high quality buildings that meet our clients’ brief in terms of budget, building function and timescales. Sustainable design is a priority and care is taken in design to give due regard to energy efficiency and the use of renewable materials.  Established over 20 years ago, Archadia has extensive experience in housing, health and special needs, education and public buildings.  Our expertise lies in providing specialist housing for older people and people with disabilities. Many of our clients are large housing associations and several of our specialist housing projects have won awards. We also offer an architectural service for one-off new build and large extension projects and our recent association with West Waddy-ADP has enabled us to additionally offer planning and urban design services and Passivhaus expertise to our clients."
Archadia Chartered Architects,"Archadia Chartered Architects, Ashley House, 58-60 Ashley Road, Hampton, Middlesex, TW12 2HU",Tel: 020 8941 5161,www.archadia.co.uk,"Archadia is a specialist, friendly and reliable chartered architectural practice based in South West London with a team of BIM trained architects, technologists and assistants capable of delivering a personal and professional service.  We aim to be responsive, efficient and progressive with an emphasis on providing high quality buildings that meet our clients’ brief in terms of budget, building function and timescales. Sustainable design is a priority and care is taken in design to give due regard to energy efficiency and the use of renewable materials.  Established over 20 years ago, Archadia has extensive experience in housing, health and special needs, education and public buildings.  Our expertise lies in providing specialist housing for older people and people with disabilities. Many of our clients are large housing associations and several of our specialist housing projects have won awards. We also offer an architectural service for one-off new build and large extension projects and our recent association with West Waddy-ADP has enabled us to additionally offer planning and urban design services and Passivhaus expertise to our clients."
Archangel Ltd,"3 Doctors Close, Impington, CAMBRIDGE, Cambridgeshire, CB24 9ND",Tel: 01223 474817,www.archangelic.co.uk,"Combining outstanding creativity with sound project management, the practice uses rendered computer models, producing digital prototypes to ensure cost-effective implementation of imaginative design."
Archatech Ltd,"1 Jersey Cottages, Long Common, Shamley Green, Surrey, GU5 0TG",Tel: 01483 890 783,www.archatech.co.uk,An established company; Archatech Ltd specializes in a practical and deliverable approach to the built form. The integration of building technology and contemporary design with a client focus remains at the core of our business.
Archer + Braun,"68-80 Hanbury Street, London, E1 5JL",Tel: 0203 488 2692,www.archerandbraun.com,"Archer + Braun create approachable, contemporary and contextual architecture in London and beyond."
Archer Architects,"Suite B4, 1st Floor Mindenhall Court, High Street, STEVENAGE, Hertfordshire, SG1 3UN",Tel: 01438 365968,www.archerarchitects.co.uk,"The Practice provides a high quality service and maintains the philosophy that good design, and buildable solutions can be achieved cost effectively."
Archic,"14 Holly Grove, Peckham, London, SE15 5DF",Tel: 02072 770464,www.archic.co.uk,"Ar'Chic is a young contemporary design led practice set up in 2007 by David Hingamp a franco-british architect. Specialised in high-end private residential projects all around the UK, his design flair is now spreading overseas. This one-to-one small practice provides an ""all-in"" support and professional advice all along the development of the project to ensure clients are fully participating in the creation process."
Archicraft,"32 Grove Hill, London, E18 2JG",Tel: 020 8262 2478,www.archicraft.co.uk,"We seek to approach every project without pre-conceptions. We aim to let our clients’ ambitions and the unique contextual landscape of the job mold each design.  Every project embarked upon is an exploratory journey, the location, site constraints, economical, political and ecological conditions of which, influence its course. These characteristics furnish our commitment to create high quality, imaginative, elegant & appropriate contemporary architecture that meets both physical and social needs whilst fulfilling the aesthetic and functional aspirations of our clients and the end user."
ArchiLab 7,"Caxton House, 22 St. Johns Hill, Sevenoaks, Kent, TN13 3NP",Tel: 01732 240507,www.archilab7.com,"who we are  ArchiLab 7 is a unique, newly emerging type of architectural practice, that is more in sync with the changing demand patterns of modern clients. We offer a wide range of flexible and affordable pay-as-you-go architectural consultations during any stage of a building project. We believe that a more fulfilled design evolution is achieved via means of enhanced free-flowing communication between a client and an architect. Consultations-only, commissions or a bit of both as long as it promotes better quality design and project management.  our design  ArchiLab 7 creates modern, elegant, intelligent and sustainable residential buildings and both indoor/outdoor spaces that increase all aspects of living standards. We offer a generation of truly original and fresh architectural ideas. Our inquiring minds and a constant desire for inspiration are fed by in-house led architectural research, various professional seminars and exhibitions."
Archio Ltd,"96 Teesdale Street, London, E2 6PU",Tel: 020 7183 4048,www.archio.co.uk,"Archio is an RIBA Chartered Practice based in London and Cheltenham. We are directed by Kyle Buchanan and Mellis Haward and we specialise in developer led housing, private housing and public buildings."
Archiserve Ltd,"3 Fritham Close, NEW MALDEN, Surrey, KT3 5JN",Tel: 020 8336 2441,www.archiservedesign.co.uk,"archiserve was formed on the premise of design research and innovation. It was founded in 2001. The Practice consists mainly of chartered architects with associated consultants i.e. urban designers and architectural technologists. Its main areas of expertise are in the following sectors;  Residential: private housing, property development schemes, conversions etc  Children's nurseries  Education  Retail"
Architect CT Ltd,"1st Floor, Cypress House, Grove Avenue, WILMSLOW, Cheshire, SK9 5EG",Tel: 01625 539911,www.architect-ct.co.uk,"Architects/Interior Designers specialising in licensed premises, pubs, restaurants and hotels; also undertaking commercial, industrial, office, residential and residential care schemes; projects £50,000-£12million."
Architect Geraghty,"16 Dene Road, GU1 4DB",Tel: 01483832632,www.guildfordarchitect.co.uk,"A small practice highly responsive to clients needs with decades of experience in the local area and beyond, able to add considerable value with sensitive and creative design solutions that meet and exceed objectives cost effectively."
Architecton Limited,"Architecton Limited, The Wool Hall, 12 St. Thomas Street, BRISTOL, BS1 6JJ",Tel: 0117 910 5200,www.architecton.co.uk/,"We undertake the design of public and private housing, schools, museums, community centres, feasibility studies and the conservation and adaptive reuse of important historic buildings."
Architectonic Design Ltd,"11 Oldgate, HEBDEN BRIDGE, West Yorkshire, HX7 6EN",Tel: 01422 847269,www.architectonicdesign.co.uk,"Architecture - Urbanism - Ethical Design - Restoration - Collaboration. We specialise in sensative design solutions to unusual sites. COMMUMITY FACILITIES - social - education - health - lottery fund applications and grant funding bids, making the most of funds and local knowledge through consultation. PLACES TO LIVE - extensions - houses - apartments - a sensative approach to both the building's context and the client's requirements, to produce unique and uplifting homes within both historic and modern buildings. SUSTAINABLE DESIGN - ecological building materials - conservation of energy - harvesting existing resources - an individual and creative approach to how building construction can be made more sustainable and how buildings can contribute to the long term sustainability of a community. WORKING TOGETHER - design team - client - community: Rick Sweetnam, Architectural technologist; Step Haiselden, Engineer; Charlie Poulsen, Sculptor."
Architects Atelier,"599 - 613 Princes Road, DARTFORD, DA2 6HH",Tel: 0171 385 4304,,
Architects Corporation Ltd,"1 Thornhill House, 14 Upton Road, WATFORD, Hertfordshire, WD18 0JP",Tel: 01923 227 734,www.architectscorporation.co.uk,
Architects Dyer,"Unit 3, The Bramery, Alstone Lane, CHELTENHAM, Gloucestershire, GL51 8HE",Tel: 01242 582 396,www.groupdyer.com,
Architects of Invention,"1st Floor Chelsea Reach, 79-89 Lots Road, London, SW10 0RN",,www.architectsofinvention.com,"AI is an international partnership practicing contemporary architecture, urbanism, and cultural analysis around the globe.  To accommodate a range of projects throughout the world, AI maintains offices in London, Moscow, Tbilisi and Vilnius.  Our ambition is to establish an international practice bringing innovative ideas and sustainable solutions across the world. Our method involves careful observation of situation, a keen understanding of environment and change through minimal intervention and recombination. We seek to establish positive rules creating enlivened, dynamic spaces that engage with societies. Architecture is for society and our simple aim is to improve living standards and quality of life, creating ease and enjoyment for users. We look for ways to design objects that can accommodate many functions simultaneously. Our credo is that material has no dimension and that scale is transcendence.  Architects, researchers, designers, model makers, industrial designers and graphic designers work in close collaboration, and expert consultants are intimately involved from the beginning of the design process."
Architects Plus (UK) Ltd,"Architects Plus (UK) Ltd, Victoria Galleries, Viaduct House, Victoria Viaduct, CARLISLE, Cumbria, CA3 8AN",Tel: 01228 515144,www.architectsplus.co.uk,"A partnership providing a comprehensive architectural and design service.  Extensive experience in commercial, industrial, leisure, residential, public facilities and interior design regionally and nationally."
Architects Studios Limited,"16 Primrose Lane, Croydon, CR0 8YR",Tel: 07736 451280,www.architectsstudios.com,"Major Interest: Housing, Schools, Commercial Projects.  Our clients are homeowners, schools, builders and developers etc and we have the expertise and capability to work at all scales.   Our architects encourage collaboration and our designs are the outcome of this conversation: the perfect mix of client desire, married with architectural know-how.  We have developed an accessible, client friendly approach to engaging an architect: be that full-service (from initial designs right through to build and snagging) or simply design through to planning permission and handover to your build team."
Architectural Design & Management,"Architectural Design & Management, Avon House, 425 Stratford Road, Shirley, Solihull, B90 4AA",Tel: 0121 270 9401,www.admgss.co.uk,"ADM is proud to be a member of the Royal Institute of British Architects and complies with the strict criteria in an accredited scheme. This gives you the client a mark of quality. Our aim is to provide clients with a high quality and professional architectural service, and we pride ourselves on being client focused.  We can offer a full range of Architectural services from inception to completion of your design and construction project. All types of work considered. (No job too small or large)."
Architectural Design Ltd,"One Queens Yard, Victoria Street, Windermere, Cumbria, LA23 1AN",Tel: 015394 43721,www.adlarchitects.co.uk,"ADL was established in 1984 and is a highly motivated practice of architects, responding rapidly and imaginatively to client requirements using advanced CAD technology"
Architectural Emporium,"13 Hope Street, Liverpool, Merseyside, L1 9BQ",Tel: 01513630000,www.architectural-emporium.co.uk,"Like all good Emporiums, Architectural Emporium (AE) is a seller of unique goods. AE brings vigour, creativity and dynamism to projects of all size and type. Not defined by a particular style, each project is treated individually and thorough detailed responses are sought."
architecture & design services ltd,"Parndon Mill Lane, HARLOW, Essex, CM20 2HP",Tel: 01279 444 904,www.aandds.co.uk,"architecture & design services ltd. provides friendly, professional architectural advice to anyone considering a building project. We believe that no matter how small or big your project is, it is important and deserves the highest level of professional service.  architecture & design services ltd. design carefully composed, innovative buildings. We are committed to the idea that a successful building is one which responds thoughtfully, and gracefully to our client's needs and to local conditions.   We enjoy working with our clients to identify their future needs, and developing the brief and the design together. We believe that in working as a team with our clients, statutory authorities and contractors we contribute to producing buildings to be proud of.  We charge a fee based upon the type of project, services required and your construction budget. We will discuss and agree in writing, prior to our appointment, exactly what services you require and when our payments will be due. You will be required to sign a form of contract detailing this agreement which we will also sign."
ARCHITECTURE : WK,"The Powder Rooms, 69-71 Broad Street, Teddington, Richmond, TW11 8QZ",Tel: 0208 9776 999,www.architecturewk.com,"Personal, competent & considered service aiming to deliver Commodity & Delight in contemporary Architecture.  Residential, commercial and mixed use developments carried out with equal commitment to design and customer focused approach. Clients can select a full architectural service or tailor it according to their needs."
Architecture 519,"The Studio, Candle House, 1 Wharf Approach, LEEDS, West Yorkshire, LS1 4GH",Tel: 0113 213 5656,www.architecture519.com,
architecture AND LLP,"6 West Place, ST. IVES, Cornwall, TR26 1JF",Tel: 01736 796011,www.architectureand.com,
Architecture and More Ltd,"Unit 13, Brough Business Centre, Skillings Lane, Brough, Hull, East Yorkshire, HU15 1EN",Tel: 01482 426262,www.architectureandmore.co.uk,"Architecture and More is a practice run by an enthusiastic Architect with a wealth of experience and an excellent reputation for delivering a quality service and quality product whilst maintaining agreed budgets and timescales. We are willing to work throughout England, Scotland and Wales with service sectors ranging from, but not limited to;  • Industrial • Residential/Domestic • Commercial • Retail • Conservation • Health Care • Education • Leisure  Architecture and More carries RIBA Chartered Practice status and is committed to excellence in design and service delivery works. By working closely with its clients to identify their needs, a project brief is developed that will enable the practice to deliver a service that should exceed the client’s expectations.  In addition, Architecture and More can provide Project Management services for any project, no matter what size, over-seeing it through to completion.  Finally, Architecture and More are Corporate Members of the Association for Project Safety and can provide Principal Designer services in accordance with the Construction (Design and Management) Regulations 2015 and can advise on construction related health and safety issues."
Architecture and Partners LLP,,,www.architecturepartners.com,"Architecture Limited offers a  multi-disciplinary, client-defined service  which will solve your particular design needs or building problem with flair, economy and safety.  We like difficult jobs, and we can maintain and manage historic or decrepit buildings as well as we can design new ones. We are Chartered Surveyors, a Chartered Building Consultancy and Safety Planning Supervisors as well as being brilliant architects. We help other professionals and our direct clients as specialist Party Wall Surveyors and as Expert Witnesses. Our Chartered Surveyors do all kinds of building surveys and reports, and we have a Property Management section to manage investment, industrial, commercial and residential property. Based in the Greenwich world heritage site we have worked all over the country, from The Mansion House in the City of London to Croft Houses in the Outer Hebrides."
Architecture B,"Rock of Ages, Eastcott, Bude, Cornwall, EX23 9PL",Tel: 01288 308 108,www.architectureb.co.uk,
Architecture for London,"82 Clerkenwell Road, London, EC1M 5RF",Tel: 020 3637 4236,www.architectureforlondon.com,"Established in 2009 by Ben Ridley, Architecture for London is a design studio dedicated to the creation of better buildings and spaces. A rational and pragmatic approach to each commission is combined with a desire to delight, forming spaces that bring joy to those that use them. The studio is collaborative, innovative, informed and aspirational.   Intelligent design must respect local conditions and so projects have their own specific heritage and civic requirements. AFL's sensitivity to context is key and proposals frequently bridge the gap between conservation and regeneration, two things that are often seen as mutually exclusive.   Working closely with clients, contractors and planners, the practice's collaborative and methodical approach ensures the most appropriate buildings are proposed and delivered within budgets. AFL are experts at leading and managing the design and construction process: a clear understanding of this leads to successful projects, from concept to completion.   The practice grew within the complex planning environment of the UK capital, and it now applies its expertise in a wide range of locations in the UK and further afield."
Architecture Initiative,"4 John Prince's Street, London, W1G 0JL",Tel: 020 3657 7800,www.architectureinitiative.com,"Architecture Initiative is a design orientated and commercially aware studio engaged with building design, development strategies, mobilisation processes, and urban master-planning, nimble enough to respond to the evolving demands of clients and communities today.  Founded in 2012 by Matt Goodwin, Lee Mainwaring and Rowan Parnell, Architecture Initiative challenges traditional consultancy conventions to deliver a competitive and design-focused service to our clients. We think there is still a place in the market for the medium-sized creative studio supported by technology and a collaborative ethos that allows it to be flexible in applying specialist resources to service particular projects.  We have expertise across a broad range of sectors, scales and typologies; our current portfolio has a combined construction value exceeding £500 million, comprising of education, residential (single and multi-unit), commercial mixed-use, community and sensitive conservation / refurbishment projects. Our particular ability is in realising maximum development and planning potential for our clients in both the private and public sectors."
architecture laboratory,"Saint George Works, 51 Colegate, Norwich, NR3 1DD",Tel: +44 (0) 1603461171,architecture-laboratory.uk,"architecture-laboratory is an atelier based RIBA Chartered Architect Practice located in Norwich.  Our background of experience ranges from imaginative bespoke domestic design, academic architecture and public art spaces.  Our principal has exceptional experience working in Norway, the Netherland, Japan and America on award winning projects and received a RIBA award for passive solar design, and a project featured on Channel 4 “the perfect home” with Alain de Botton.  We seek to make creative, sustainable, socially responsible & beautiful architecture and to push the boundaries of design, to create sensitively designed architecture that values people and respects the environment.  we seek to push the boundaries of design, to create a special design that values people and respects the environment.  even a ceiling provides an opportunity for creativity."
Architecture LIVE,"Architecture LIVE Tall Trees, Tall Trees, The Cylinders, Fernhurst, Haslemere, Surrey, GU27 3EL",Tel: 01428 652 018,www.architecturelive.co.uk,"Based in Haslemere Surrey, on the border with West Sussex and Hampshire, award-winning architects Irene Konschill and Jonathan Gratton offer exclusive, contemporary designs across South East England.  Irene and Jonathan share a life-long passion for inspirational design and sustainable living to craft one-off, private, new-build homes, extensive renovation and extension projects as well as education and school design.  We love the element of surprise, seeking out our client’s uniques in our designs. Focussing on human interaction as the foundation of everything in life, we then deliver highly personalised and flexible living environments."
ARCHITECTURE UNLIMITED,"52 Chestnut Copse, Oxted, Surrey, RH8 0JH",Tel: 01883 724932,www.architectureunlimited.co.uk,"We are a design-lead chartered practice, specialising in residential architecture. We cover all projects from small alterations and extensions, to bespoke one-off designs and new developments. We offer a tailor-made service covering design, planning  and building regulation approval. Following this, we have our preferred structural engineer and builders, whom we have worked with for many years and can highly recommend. We follow our projects on site and take care to deliver the highest quality designs."
Architecture Verte,"10 Glenmore Business Centre, Hopton Park Industrial Estate, DEVIZES, Wiltshire, SN10 2EQ",Tel: 01380 73 91 39,www.verte.co.uk,"Verte Architects is an RIBA Chartered Practice in Devizes, Wiltshire. We provide a range of specialist services to private and corporate clients where a personal service is paramount.  Founding directors, Architects Benjamin & Paul Richards have a sound design ethos based upon green and sustainable thinking that combines traditional values with modern and contemporary ideas.  We welcome enquires of all kinds, from loft conversions, house extensions and minor works to listed buildings through to new build homes, bespoke housing and large commercial projects.  Take a look at our website where you can view a number of completed projects including residential, self-build, leisure and interior fit-outs.  Please contact us for a FREE consultation."
architecture:m,"Moravian College, 14 Fairfield Square, Droylsden, MANCHESTER, M43 6AD",Tel: 0161 370 6166,www.architecturem.co.uk,"architecture:m is a growing, dynamic and creative architectural studio whose philosophy is to delight clients by delivering innovative and comprehensive design solutions.  design, being the cornerstone of the company’s philosophy, is achieved by fully understanding the client’s needs, being sympathetic to the environment and the guarantee that the most appropriate solution is reached.  architecture:m ensures that all aspects of the design process are meticulously and proficiently calculated. From our approach to planning to project management, contractor liaison to design development, the efficient collaboration of all these factors is crucial in ensuring that all parties involved within a scheme work in collective cohesion."
architecture-BOX,"26 Hillcrest Road, DONCASTER, South Yorkshire, DN2 5ND",,www.architecture-box.com,"An innovative design led practice working with both lay and professional clients across sectors to deliver sustainable, cost effective contemporary solutions in small and large projects."
ArchitectureDoingPlace LLP,"71-75 Shelton Street, LONDON, WC2H 9JQ",,www.architecturedoingplace.com.,
Architecture-In-Formation,"17 Scarletts Road, Colchester, Essex, CO1 2EZ",Tel: 07989413596,www.arc-in-form.com,"At AIF, we believe that only through intelligent, creative, innovative design can lives truely be enriched. This results in economic gain, which in-turn leads to increase client satisfaction.  Our work is both modern and traditional. We offer services in the fields of Architecture, Interior Design and Furniture Design. We use state of the art technology to solve your problems and realise your ambitions.  We look forward to discussing your project with you."
ArchitecturePLB Ltd,"1 St. Thomas Mews, St. Thomas Street, WINCHESTER, Hampshire, SO23 9HD",Tel: 01962 842200,www.architectureplb.com,ArchitecturePLB create imaginative design solutions that generate buildings and environments of value for their clients.
ArchitecturePLB Ltd,"ArchitecturePLB, 50 Southwark Street, London, SE1 1UN",Tel: 020 7940 1888,www.architectureplb.com,"ArchitecturePLB are an established, design-led architectural practice, with a reputation for award winning work on existing and new buildings. We create imaginative design solutions that generate buildings and environments of value for our clients.   Our track record in delivering a diversity of outstanding buildings through a variety of procurement routes and across a range of scales gives our team the strength and depth of experience required to achieve high quality in the design and delivery of a range of projects. We offer the full scope of RIBA Architectural Services supported by additional skills in urban design, masterplanning and interiors."
